capacity_record_id,rep_id,rep_name,manager_id,manager_name,team_id,team_name,territory_id,territory_name,active_territory_count,dominant_territory_activity_share,fractional_territory_allocation,period,working_days,leave_days,holiday_days,training_hours,administrative_hours,meeting_hours,standard_field_hours_per_day,standard_working_days_per_month,gross_rostered_field_hours,non_field_hours,available_field_hours,planned_visit_hours,planned_travel_hours,observed_visit_hours,observed_travel_hours,excess_service_visit_hours,excess_service_travel_hours,excess_service_hours,required_customer_coverage_hours,required_priority_customer_coverage_hours,required_total_hours,utilization_pct,capacity_utilization_pct,required_fte,available_fte,fte_gap,customer_coverage_gap,priority_customer_coverage_gap,customer_coverage_pct,average_travel_hours,workload_per_active_customer,legacy_normalized_workload_index,workload_risk_band,capacity_risk_band,overload_flag,capacity_overload_flag,data_lineage,synthetic_seed,distinct_customers,transaction_count,distinct_cities,distinct_products,distributor_count,legacy_distinct_customers_training_median,legacy_transaction_count_training_median,legacy_distinct_cities_training_median,legacy_distinct_products_training_median,legacy_distributor_count_training_median,legacy_workload_training_end,legacy_workload_formula,hire_date,employment_status,role_grade,active_customer_count,priority_customer_count,required_visit_count,priority_required_visit_count,credited_planned_visit_count,credited_completed_visit_count,planned_visit_count,completed_visit_count,excess_service_visit_count,observed_visit_count,observed_completed_visit_count,priority_customer_coverage_gap_pct,core_required_hours,workload_buffer_hours,nominal_full_time_hours,capacity_zero_denominator_flag,required_hours,available_hours,risk_medium_threshold_pct,risk_high_threshold_pct,risk_critical_threshold_pct,overload_threshold_pct,required_hours_formula,required_workload_scope,numeric_visit_frequency_period_divisor,capacity_methodology
CAPCAL_8ef84997ed6c0c60,REP_0dfc420450a6,Abigail Thompson,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-01-01,21,2.0,2.0,5.0,26.0,6.811004335609031,8.0,21,136.0,37.81100433560903,98.18899566439097,37.618948412698415,29.963731423606212,67.7,53.068153591038296,30.081051587301587,23.104422167432084,53.18547375473367,30.364050978243608,6.9954908704253125,105.7824692797121,107.73352814532856,107.73352814532856,0.6296575552363816,0.5844583075261367,0.04519924771024486,23.375,6.25,82.44131455399061,0.6445669681060012,1.175360769774579,0.8244096144445858,high,high,True,True,synthetic_derived,42,225,312,225,176,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-02-18,active,experienced,90,38,133.125,71.25,110.625,109.75,46.486607142857146,47.942708333333336,37.513392857142854,84,82,8.771929824561402,97.94673081454825,7.8357384651638595,168.0,False,105.7824692797121,98.18899566439097,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_66e6b26b6761af61,REP_200ef690040c,Mary Gerrard,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-01-01,21,0.0,1.0,10.0,21.0,7.104880464652645,8.0,21,160.0,38.104880464652645,121.89511953534736,35.416666666666664,28.133012659308005,58.06666666666666,45.203468237830364,22.65,17.07045557852236,39.72045557852236,38.75976777301476,2.4749999999999996,110.49420286690858,90.64694574163593,90.64694574163593,0.6577035884935034,0.7255661877104009,-0.06786259921689752,29.75,1.75,72.48554913294798,0.6174598114525762,1.4732560382254478,0.86610890578369,medium,medium,False,False,synthetic_derived,42,249,327,249,178,11,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-01-06,active,experienced,75,28,108.125,52.5,79.625,78.375,45.5625,45.114583333333336,28.4375,74,71,3.3333333333333335,102.30944709898942,8.184755767919153,168.0,False,110.49420286690858,121.89511953534736,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_8109e415d61c2f6f,REP_2234ec3bee93,Daniel Gates,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-01-01,21,1.0,2.0,10.0,16.0,8.052378086515358,8.0,21,144.0,34.05237808651536,109.94762191348464,35.82919146825397,26.120171127107227,65.26666666666667,47.44646928955208,29.4374751984127,21.326298162444854,50.76377336085755,30.610103331021776,5.118088919602274,99.9642232004936,90.91985934825698,90.91985934825698,0.5950251380981763,0.6544501304374085,-0.05942499233923226,23.875,3.75,70.3875968992248,0.5612032802831493,1.7235210896636828,0.8662921190016438,medium,medium,False,False,synthetic_derived,42,248,315,247,168,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-10-27,active,senior,58,23,80.625,43.125,58.0,56.75,46.54315476190476,44.87202380952381,37.45684523809524,84,76,8.695652173913043,92.55946592638297,7.404757274110637,168.0,False,99.9642232004936,109.94762191348464,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_a5e34fb410006ef2,REP_56269a9759c4,Anne Wu,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-01-01,21,0.0,1.0,11.0,18.0,4.526645992050188,8.0,21,160.0,33.52664599205019,126.47335400794981,39.95017361111111,31.715125971203417,67.75,53.954391040049366,27.79982638888889,22.239265068845953,50.03909145773484,20.87611304880822,0.0,99.94472564161258,79.02433395996623,79.02433395996623,0.5949090812000749,0.7528175833806536,-0.15790850218057872,17.5,0.875,72.81553398058253,0.6438646763737862,2.1727114269915777,0.8140775045893864,low,low,False,False,synthetic_derived,42,230,286,229,170,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2015-04-14,active,experienced,46,12,64.375,22.5,49.0,46.875,49.257440476190474,43.671875,34.742559523809526,84,72,3.888888888888889,92.54141263112275,7.40331301048982,168.0,False,99.94472564161258,126.47335400794981,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_ba4c149e74994fd0,REP_6003efb01f5e,Sheila Stones,MGR_31981a685b7e,Britanny Bold,TEAM_4f4a9410ffcd,Delta,TERR_49c0203db75f,Delta / Germany,1,1.0,TERR_49c0203db75f:1.00000000,2017-01-01,21,2.0,2.0,6.0,24.0,8.07034238897743,8.0,21,136.0,38.07034238897743,97.92965761102258,37.80381944444444,30.370465267079176,66.6,52.91705229948567,28.796180555555555,22.546587032406492,51.34276758796205,12.879009814734522,1.2374999999999998,87.5375580883588,89.38819988124406,89.38819988124406,0.521056893383088,0.5829146286370391,-0.06185773525395111,10.375,1.875,82.88659793814433,0.6410652299119615,2.135062392398995,0.8191076763217426,medium,medium,False,False,synthetic_derived,42,232,304,232,179,11,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-08-03,active,experienced,41,17,60.625,31.875,51.25,50.25,47.375,45.588541666666664,36.625,84,77,5.88235294117647,81.05329452625814,6.484263562100652,168.0,False,87.5375580883588,97.92965761102258,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_37f9ae5e926e88b3,REP_6daf09991b71,Jimmy Grey,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-01-01,21,1.0,1.0,12.0,18.0,8.777426582838896,8.0,21,152.0,38.7774265828389,113.2225734171611,36.04025297619047,28.60214738382201,63.11666666666667,50.253705604736375,27.07641369047619,21.651558220914364,48.727971911390554,16.917491149245738,0.0,88.08468282999888,77.79781025242792,77.79781025242792,0.5243135882738029,0.6739438893878636,-0.14963030111406073,12.75,0.0,77.82608695652173,0.6103535309113204,2.0972543530952117,0.8453162918047319,low,low,False,False,synthetic_derived,42,245,317,244,166,11,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-08-25,active,senior,42,13,57.5,24.375,45.0,44.75,46.861607142857146,44.96875,36.138392857142854,83,76,0.0,81.55989150925822,6.524791320740658,168.0,False,88.08468282999888,113.2225734171611,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_3d9a8f77d161982f,REP_82f7cb811b80,Stella Given,MGR_4b97498897f6,Alisha Cordwell,TEAM_b9dd960c1753,Charlie,TERR_938541fb7311,Charlie / Germany,1,1.0,TERR_938541fb7311:1.00000000,2017-01-01,21,0.0,0.0,6.0,19.0,8.755618815474804,8.0,21,168.0,33.755618815474804,134.2443811845252,38.68313492063492,29.117519781920706,66.58333333333333,49.10788625274248,27.900198412698412,19.990366470821776,47.89056488352019,14.004256167207156,1.1086242079119533,88.3493037393438,65.8122917024762,65.8122917024762,0.5258887127341892,0.7990736975269357,-0.27318498479274644,13.375,1.75,73.25,0.6092972938111327,2.454147326092883,0.8398612379035071,low,low,False,False,synthetic_derived,42,241,306,241,168,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2013-04-26,active,senior,36,11,50.0,20.625,39.5,36.625,47.788690476190474,47.767857142857146,34.211309523809526,82,77,8.484848484848486,81.80491086976278,6.5443928695810225,168.0,False,88.3493037393438,134.2443811845252,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_0d74e5c2d3b72cb3,REP_a132178ac1b8,Alan Ray,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-01-01,21,2.0,2.0,9.0,23.0,4.148474025829865,8.0,21,136.0,36.14847402582986,99.85152597417013,39.64747023809524,32.26785546030829,66.81666666666666,53.58338225056837,27.16919642857143,21.315526790260076,48.484723218831505,10.808642937561105,3.7124999999999995,89.34188612684181,89.47473286482675,89.47473286482675,0.5317969412312012,0.5943543212748222,-0.06255738004362099,9.125,2.625,80.27027027027027,0.6403637962709577,2.978062870894727,0.8372267539146706,medium,medium,False,False,synthetic_derived,42,234,316,234,177,12,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2012-12-18,active,senior,30,16,46.25,30.0,38.375,37.125,50.389880952380956,50.252232142857146,33.610119047619044,84,80,8.75,82.72396863596464,6.617917490877171,168.0,False,89.34188612684181,99.85152597417013,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_9937f96b8dc6afff,REP_bba68d031906,Steve Pepple,MGR_eb86f856200b,Tracy Banks,TEAM_f144a6907dc4,Bravo,TERR_07a5ea4d7ed4,Bravo / Germany,1,1.0,TERR_07a5ea4d7ed4:1.00000000,2017-01-01,21,0.0,2.0,5.0,19.0,7.904357027915939,8.0,21,152.0,31.90435702791594,120.09564297208406,35.76106150793651,30.324925339698563,64.13333333333334,53.226861719853865,28.372271825396826,22.9019363801553,51.27420820555212,17.28048505739166,5.118088919602274,90.03578965742886,74.97007171055945,74.97007171055945,0.5359273193894575,0.7148550176909766,-0.1789276983015191,12.75,3.75,70.43478260869566,0.6570905693830792,2.9043803115299633,0.8390257514654925,low,low,False,False,synthetic_derived,42,238,296,238,175,13,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2016-09-24,active,experienced,31,12,43.125,22.5,30.375,30.375,46.15029761904762,47.023065476190474,35.84970238095238,82,78,16.666666666666664,83.36647190502673,6.669317752402138,168.0,False,90.03578965742886,120.09564297208406,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
CAPCAL_3fd216a65a2ecd7c,REP_c56e2fba156a,Thompson Crawford,MGR_5e1c70ff0ce6,James Goodwill,TEAM_a405eba78bf2,Alfa,TERR_b31415d90eb9,Alfa / Germany,1,1.0,TERR_b31415d90eb9:1.00000000,2017-01-01,21,0.0,1.0,12.0,17.0,4.347794195792883,8.0,21,160.0,33.347794195792886,126.65220580420711,37.35364583333333,30.997533488978032,63.28333333333333,51.65564751595788,25.9296875,20.65811402697985,46.58780152697985,4.605160930978045,0.0,78.79284747355257,62.2119819968704,62.2119819968704,0.46900504448543195,0.7538821774059947,-0.28487713292056277,3.375,0.0,88.9795918367347,0.6306682765022628,3.5814930669796623,0.9055670660173532,low,low,False,False,synthetic_derived,42,256,329,255,182,14,283.5,396.0,283.0,194.0,13.0,2018-06-01,"distinct_customers: weight=0.4, training_median=283.5; transaction_count: weight=0.25, training_median=396; distinct_cities: weight=0.15, training_median=283; distinct_products: weight=0.1, training_median=194; distributor_count: weight=0.1, training_median=13",2014-02-24,active,senior,22,7,30.625,13.125,27.25,27.25,49.15029761904762,48.932291666666664,33.84970238095238,83,80,0.0,72.95634025328941,5.836507220263153,168.0,False,78.79284747355257,126.65220580420711,85.0,100.0,120.0,100.0,cadence_aligned_planned_visit_hours + cadence_aligned_planned_travel_hours + unplanned_required_coverage_hours + preparation_follow_up_buffer,cadence-aligned service attributed to servicing reps; uncovered obligations attributed to dynamic portfolio owners; observed excess retained as diagnostics; all served territories retained as fractional transaction allocations,1.6,deterministic_hours_plus_legacy_normalized_workload
